207, 0.14399, -0.0227948, -0.114579, -27872.3, -0.161166, -27872.4, 27872.4, 
208.5, 0.143935, -0.0227875, -0.114532, -28074.4, -0.161417, -28074.4, 28074.4, 
210, 0.143877, -0.0227799, -0.114482, -28276.4, -0.161685, -28276.5, 28276.5, 
211.5, 0.143816, -0.0227719, -0.114428, -28478.5, -0.16197, -28478.6, 28478.6, 
213, 0.14375, -0.0227633, -0.114371, -28680.5, -0.162274, -28680.6, 28680.6, 
214.5, 0.143681, -0.0227544, -0.114311, -28882.6, -0.162596, -28882.7, 28882.7, 
216, 0.143607, -0.0227449, -0.114247, -29084.7, -0.162938, -29084.7, 29084.7, 
217.5, 0.143529, -0.022735, -0.114179, -29286.7, -0.163299, -29286.8, 29286.8, 
219, 0.143447, -0.0227246, -0.114107, -29488.8, -0.163682, -29488.9, 29488.9, 
220.5, 0.14336, -0.0227136, -0.114031, -29690.8, -0.164085, -29690.9, 29690.9, 
222, 0.143269, -0.0227021, -0.113951, -29892.9, -0.16451, -29893, 29893, 
223.5, 0.143173, -0.0226901, -0.113867, -30095, -0.164958, -30095, 30095, 
225, 0.143072, -0.0226775, -0.113779, -30297, -0.165428, -30297.1, 30297.1, 
226.5, 0.142966, -0.0226643, -0.113686, -30499.1, -0.165922, -30499.1, 30499.1, 
228, 0.142855, -0.0226505, -0.113589, -30701.1, -0.166441, -30701.2, 30701.2, 
229.5, 0.142739, -0.0226361, -0.113487, -30903.2, -0.166984, -30903.3, 30903.3, 
231, 0.142671, -0.022627, -0.113428, -31105.2, -0.167298, -31105.3, 31105.3, 
232.5, 0.142625, -0.0226204, -0.113389, -31307.3, -0.167505, -31307.4, 31307.4, 
234, 0.142581, -0.022614, -0.113351, -31509.4, -0.167707, -31509.4, 31509.4, 
235.5, 0.142537, -0.0226077, -0.113314, -31711.4, -0.167905, -31711.5, 31711.5, 
237, 0.142495, -0.0226016, -0.113278, -31913.5, -0.168098, -31913.6, 31913.6, 
238.5, 0.142453, -0.0225956, -0.113242, -32115.5, -0.168286, -32115.6, 32115.6, 
240, 0.142413, -0.0225897, -0.113207, -32317.6, -0.168469, -32317.7, 32317.7, 
241.5, 0.142373, -0.022584, -0.113174, -32519.7, -0.168648, -32519.8, 32519.8, 
243, 0.142335, -0.0225784, -0.113141, -32721.7, -0.168823, -32721.8, 32721.8, 
244.5, 0.142297, -0.0225729, -0.113109, -32923.8, -0.168993, -32923.9, 32923.9, 
246, 0.14226, -0.0225676, -0.113077, -33125.8, -0.169159, -33125.9, 33125.9, 
247.5, 0.142225, -0.0225624, -0.113047, -33327.9, -0.16932, -33328, 33328, 
249, 0.14219, -0.0225573, -0.113017, -33530, -0.169477, -33530.1, 33530.1, 
250.5, 0.142156, -0.0225523, -0.112989, -33732, -0.16963, -33732.1, 33732.1, 
252, 0.142123, -0.0225475, -0.11296, -33934.1, -0.169779, -33934.2, 33934.2, 
253.5, 0.142091, -0.0225427, -0.112933, -34136.2, -0.169924, -34136.2, 34136.2, 
255, 0.14206, -0.0225381, -0.112907, -34338.2, -0.170064, -34338.3, 34338.3, 
256.5, 0.14203, -0.0225336, -0.112881, -34540.3, -0.170201, -34540.4, 34540.4, 
258, 0.142, -0.0225293, -0.112856, -34742.3, -0.170334, -34742.4, 34742.4, 
259.5, 0.141972, -0.022525, -0.112831, -34944.4, -0.170463, -34944.5, 34944.5, 
261, 0.141944, -0.0225208, -0.112808, -35146.5, -0.170588, -35146.6, 35146.6, 
262.5, 0.141917, -0.0225168, -0.112785, -35348.5, -0.17071, -35348.6, 35348.6, 
264, 0.141891, -0.0225129, -0.112762, -35550.6, -0.170828, -35550.7, 35550.7, 
265.5, 0.141865, -0.022509, -0.112741, -35752.6, -0.170942, -35752.7, 35752.7, 
267, 0.141841, -0.0225053, -0.11272, -35954.7, -0.171053, -35954.8, 35954.8, 
268.5, 0.141817, -0.0225017, -0.1127, -36156.8, -0.17116, -36156.9, 36156.9, 
270, 0.141794, -0.0224982, -0.11268, -36358.8, -0.171264, -36358.9, 36358.9, 
271.5, 0.141771, -0.0224948, -0.112661, -36560.9, -0.171365, -36561, 36561, 
273, 0.14175, -0.0224914, -0.112643, -36763, -0.171462, -36763.1, 36763.1, 
274.5, 0.141729, -0.0224882, -0.112625, -36965, -0.171556, -36965.1, 36965.1, 
276, 0.141708, -0.0224851, -0.112608, -37167.1, -0.171646, -37167.2, 37167.2, 
277.5, 0.141689, -0.022482, -0.112591, -37369.1, -0.171734, -37369.2, 37369.2, 
279, 0.14167, -0.0224791, -0.112575, -37571.2, -0.171819, -37571.3, 37571.3, 
280.5, 0.141651, -0.0224762, -0.11256, -37773.3, -0.1719, -37773.4, 37773.4, 
282, 0.141634, -0.0224735, -0.112545, -37975.3, -0.171979, -37975.4, 37975.4, 
283.5, 0.141617, -0.0224708, -0.112531, -38177.4, -0.172055, -38177.5, 38177.5, 
285, 0.1416, -0.0224682, -0.112517, -38379.5, -0.172128, -38379.6, 38379.6, 
286.5, 0.141585, -0.0224657, -0.112504, -38581.5, -0.172198, -38581.6, 38581.6, 
288, 0.141569, -0.0224632, -0.112491, -38783.6, -0.172265, -38783.7, 38783.7, 
289.5, 0.141555, -0.0224609, -0.112478, -38985.6, -0.17233, -38985.7, 38985.7, 
291, 0.141541, -0.0224586, -0.112467, -39187.7, -0.172392, -39187.8, 39187.8, 
292.5, 0.141527, -0.0224564, -0.112455, -39389.8, -0.172452, -39389.9, 39389.9, 
294, 0.141514, -0.0224542, -0.112445, -39591.8, -0.172509, -39591.9, 39591.9, 
295.5, 0.141502, -0.0224522, -0.112434, -39793.9, -0.172564, -39794, 39794, 
297, 0.14149, -0.0224502, -0.112424, -39996, -0.172616, -39996.1, 39996.1, 
298.5, 0.141478, -0.0224482, -0.112415, -40198, -0.172667, -40198.1, 40198.1, 
300, 0.141467, -0.0224464, -0.112406, -40400.1, -0.172714, -40400.2, 40400.2, 
301.5, 0.141457, -0.0224446, -0.112397, -40602.1, -0.17276, -40602.2, 40602.2, 
303, 0.141447, -0.0224429, -0.112389, -40804.2, -0.172804, -40804.3, 40804.3, 
304.5, 0.141437, -0.0224412, -0.112381, -41006.3, -0.172845, -41006.4, 41006.4, 
306, 0.141428, -0.0224396, -0.112373, -41208.3, -0.172885, -41208.4, 41208.4, 
307.5, 0.141419, -0.022438, -0.112366, -41410.4, -0.172923, -41410.5, 41410.5, 
309, 0.141411, -0.0224365, -0.112359, -41612.5, -0.172959, -41612.6, 41612.6, 
310.5, 0.141403, -0.0224351, -0.112353, -41814.5, -0.172993, -41814.6, 41814.6, 
312, 0.141396, -0.0224337, -0.112347, -42016.6, -0.173025, -42016.7, 42016.7, 
313.5, 0.141388, -0.0224324, -0.112341, -42218.7, -0.173055, -42218.7, 42218.7, 
315, 0.141382, -0.0224311, -0.112335, -42420.7, -0.173084, -42420.8, 42420.8, 
316.5, 0.141375, -0.0224299, -0.11233, -42622.8, -0.173112, -42622.9, 42622.9, 
318, 0.141369, -0.0224287, -0.112325, -42824.8, -0.173137, -42824.9, 42824.9, 
319.5, 0.141363, -0.0224275, -0.11232, -43026.9, -0.173162, -43027, 43027, 
321, 0.141358, -0.0224264, -0.112316, -43229, -0.173185, -43229.1, 43229.1, 
322.5, 0.141353, -0.0224254, -0.112312, -43431, -0.173206, -43431.1, 43431.1, 
324, 0.141348, -0.0224243, -0.112308, -43633.1, -0.173227, -43633.2, 43633.2, 
325.5, 0.141343, -0.0224234, -0.112304, -43835.2, -0.173246, -43835.3, 43835.3, 
327, 0.141339, -0.0224224, -0.112301, -44037.2, -0.173264, -44037.3, 44037.3, 
328.5, 0.141334, -0.0224215, -0.112298, -44239.3, -0.173281, -44239.4, 44239.4, 
330, 0.14133, -0.0224206, -0.112295, -44441.3, -0.173296, -44441.4, 44441.4, 
331.5, 0.141327, -0.0224197, -0.112292, -44643.4, -0.173311, -44643.5, 44643.5, 
333, 0.141323, -0.0224189, -0.112289, -44845.5, -0.173325, -44845.6, 44845.6, 
334.5, 0.14132, -0.0224181, -0.112286, -45047.5, -0.173338, -45047.6, 45047.6, 
336, 0.141317, -0.0224173, -0.112284, -45249.6, -0.17335, -45249.7, 45249.7, 
337.5, 0.141314, -0.0224166, -0.112282, -45451.7, -0.173362, -45451.8, 45451.8, 
339, 0.141311, -0.0224159, -0.11228, -45653.7, -0.173373, -45653.8, 45653.8, 
340.5, 0.141308, -0.0224152, -0.112278, -45855.8, -0.173383, -45855.9, 45855.9, 
342, 0.141306, -0.0224145, -0.112276, -46057.9, -0.173393, -46058, 46058, 
343.5, 0.141303, -0.0224138, -0.112274, -46259.9, -0.173402, -46260, 46260, 
345, 0.141301, -0.0224131, -0.112272, -46462, -0.17341, -46462.1, 46462.1, 
346.5, 0.141299, -0.0224125, -0.112271, -46664, -0.173419, -46664.1, 46664.1, 
348, 0.141296, -0.0224119, -0.112269, -46866.1, -0.173427, -46866.2, 46866.2, 
349.5, 0.141294, -0.0224113, -0.112268, -47068.2, -0.173434, -47068.3, 47068.3, 
351, 0.141292, -0.0224106, -0.112266, -47270.2, -0.173442, -47270.3, 47270.3, 
352.5, 0.14129, -0.02241, -0.112265, -47472.3, -0.173449, -47472.4, 47472.4, 
354, 0.141288, -0.0224094, -0.112263, -47674.4, -0.173456, -47674.5, 47674.5, 
355.5, 0.141286, -0.0224088, -0.112262, -47876.4, -0.173464, -47876.5, 47876.5, 
357, 0.141284, -0.0224082, -0.11226, -48078.5, -0.173471, -48078.6, 48078.6, 
358.5, 0.141282, -0.0224076, -0.112259, -48280.6, -0.173478, -48280.7, 48280.7, 
360, 0.14128, -0.022407, -0.112257, -48482.6, -0.173486, -48482.7, 48482.7, 
361.5, 0.141278, -0.0224064, -0.112256, -48684.7, -0.173493, -48684.8, 48684.8, 
363, 0.141276, -0.0224058, -0.112254, -48886.7, -0.173501, -48886.8, 48886.8, 
364.5, 0.141273, -0.0224052, -0.112253, -49088.8, -0.17351, -49088.9, 49088.9, 
366, 0.141271, -0.0224046, -0.112251, -49290.9, -0.173518, -49291, 49291, 
367.5, 0.141269, -0.0224039, -0.112249, -49492.9, -0.173528, -49493, 49493, 
369, 0.141266, -0.0224033, -0.112247, -49695, -0.173537, -49695.1, 49695.1, 
370.5, 0.141263, -0.0224026, -0.112245, -49897.1, -0.173547, -49897.2, 49897.2, 
372, 0.141261, -0.022402, -0.112243, -50099.1, -0.173558, -50099.2, 50099.2, 
373.5, 0.141258, -0.0224013, -0.112241, -50301.2, -0.17357, -50301.3, 50301.3, 
375, 0.141255, -0.0224005, -0.112239, -50503.2, -0.173582, -50503.3, 50503.3, 
376.5, 0.141251, -0.0223998, -0.112236, -50705.3, -0.173595, -50705.4, 50705.4, 
378, 0.141248, -0.022399, -0.112233, -50907.4, -0.173609, -50907.5, 50907.5, 
379.5, 0.141244, -0.0223983, -0.112231, -51109.4, -0.173624, -51109.5, 51109.5, 
381, 0.14124, -0.0223975, -0.112228, -51311.5, -0.17364, -51311.6, 51311.6, 
382.5, 0.141236, -0.0223966, -0.112224, -51513.6, -0.173656, -51513.7, 51513.7, 
384, 0.141232, -0.0223957, -0.112221, -51715.6, -0.173674, -51715.7, 51715.7, 
385.5, 0.141227, -0.0223949, -0.112217, -51917.7, -0.173693, -51917.8, 51917.8, 
387, 0.141223, -0.0223939, -0.112213, -52119.8, -0.173714, -52119.9, 52119.9, 
388.5, 0.141218, -0.022393, -0.112209, -52321.8, -0.173735, -52321.9, 52321.9, 
390, 0.141212, -0.0223919, -0.112205, -52523.9, -0.173758, -52524, 52524, 
391.5, 0.141207, -0.0223909, -0.1122, -52725.9, -0.173783, -52726, 52726, 
393, 0.141201, -0.0223898, -0.112195, -52928, -0.173808, -52928.1, 52928.1, 
394.5, 0.141194, -0.0223887, -0.11219, -53130.1, -0.173836, -53130.2, 53130.2, 
396, 0.141188, -0.0223875, -0.112185, -53332.1, -0.173865, -53332.2, 53332.2, 
397.5, 0.141181, -0.0223863, -0.112179, -53534.2, -0.173895, -53534.3, 53534.3, 
399, 0.141173, -0.0223851, -0.112173, -53736.3, -0.173927, -53736.4, 53736.4, 
400.5, 0.141165, -0.0223838, -0.112166, -53938.3, -0.173961, -53938.4, 53938.4, 
402, 0.141157, -0.0223824, -0.112159, -54140.4, -0.173997, -54140.5, 54140.5, 
403.5, 0.141149, -0.022381, -0.112152, -54342.4, -0.174035, -54342.6, 54342.6, 
405, 0.14114, -0.0223795, -0.112145, -54544.5, -0.174075, -54544.6, 54544.6, 
406.5, 0.14113, -0.022378, -0.112137, -54746.6, -0.174116, -54746.7, 54746.7, 
408, 0.141121, -0.0223764, -0.112129, -54948.6, -0.17416, -54948.7, 54948.7, 
409.5, 0.14111, -0.0223748, -0.11212, -55150.7, -0.174206, -55150.8, 55150.8, 
411, 0.141099, -0.0223731, -0.112111, -55352.8, -0.174253, -55352.9, 55352.9, 
412.5, 0.141088, -0.0223713, -0.112101, -55554.8, -0.174304, -55554.9, 55554.9, 
414, 0.141076, -0.0223695, -0.112092, -55756.9, -0.174356, -55757, 55757, 
415.5, 0.141064, -0.0223676, -0.112081, -55959, -0.174411, -55959.1, 55959.1, 
417, 0.141051, -0.0223657, -0.11207, -56161, -0.174468, -56161.1, 56161.1, 
418.5, 0.141038, -0.0223637, -0.112059, -56363.1, -0.174528, -56363.2, 56363.2, 
420, 0.141024, -0.0223616, -0.112047, -56565.1, -0.17459, -56565.2, 56565.2, 
421.5, 0.14101, -0.0223594, -0.112035, -56767.2, -0.174655, -56767.3, 56767.3, 
423, 0.140995, -0.0223572, -0.112022, -56969.3, -0.174722, -56969.4, 56969.4, 
424.5, 0.140979, -0.0223548, -0.112009, -57171.3, -0.174792, -57171.4, 57171.4, 
426, 0.140963, -0.0223524, -0.111995, -57373.4, -0.174865, -57373.5, 57373.5, 
427.5, 0.140946, -0.02235, -0.111981, -57575.5, -0.174941, -57575.6, 57575.6, 
429, 0.140929, -0.0223474, -0.111966, -57777.5, -0.17502, -57777.6, 57777.6, 
430.5, 0.140911, -0.0223448, -0.111951, -57979.6, -0.175101, -57979.7, 57979.7, 
432, 0.140892, -0.0223421, -0.111935, -58181.6, -0.175186, -58181.7, 58181.7, 
433.5, 0.140873, -0.0223392, -0.111918, -58383.7, -0.175273, -58383.8, 58383.8, 
435, 0.140853, -0.0223363, -0.111901, -58585.8, -0.175364, -58585.9, 58585.9, 
436.5, 0.140832, -0.0223334, -0.111884, -58787.8, -0.175458, -58787.9, 58787.9, 
438, 0.140811, -0.0223303, -0.111865, -58989.9, -0.175555, -58990, 58990, 
439.5, 0.140789, -0.0223271, -0.111846, -59192, -0.175656, -59192.1, 59192.1, 
441, 0.140766, -0.0223238, -0.111827, -59394, -0.175759, -59394.1, 59394.1, 
